County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Limerick,Glenroe GAA,Indoor Gym Area,"?10,000",Sports Club,Gaelic Games,Local
Limerick,Glin GAA,Playing Pitch Maintenance,"?21,375",Sports Club,Gaelic Games,Local
Limerick,Glin Rover Soccer Club,Training Pitch Security Fence & Pitch Line Marker,"?21,000",Sports Club,Soccer,Local
Limerick,Glin Triathlon Club,Glin Pier Open Water Safety,"?2,215",Sports Club,Triathlon,Local
Limerick,Granagh Ballingarry GAA Club,Improving Capital and Equipment,"?126,784",Sports Club,Gaelic Games,Local
Limerick,Granville Rangers,The installation of an all-weather training pitch.,"?133,090",Sports Club,Soccer,Local
Limerick,Greenmount Cycling Academy,Greenmount Cycling Academy 2023 SC application,"?39,778",Sports Club,Cycling,Local
Limerick,Herbertstown Development Association,Sports Equipment for Herbertstown Sports Facility,"?39,707",Community Group,Multi-sport,Local
Limerick,Holycross AFC,Holycross AFC pitch drainage and fencing,"?81,810",Sports Club,Soccer,Local
Limerick,Janesboro FC,Upgrading facilities at Pearse Stadium,"?177,559",Sports Club,Soccer,Local
Limerick,Kilcornan Community Council,Kilcornan Community Pitch & Facility upgrades,"?79,631",Community Group,Multi-sport,Local
Limerick,Kildimo Pallaskenry GAA Club,Development of Pitch Surface & Supply Robot Mower,"?76,172",Sports Club,Gaelic Games,Local
Limerick,Kilfinane Outdoor Education Centre,Storage containers and climbing wall equipment,"?21,523",Outdoor Education Centre,Multi-sport,Local
Limerick,Kilteely Dromkeen GAA Club,Portable juvenile goals,"?3,000",Sports Club,Gaelic Games,Local
Limerick,Knockaderry GAA,Knockaderry GAA Development Project Phase 2,"?196,000",Sports Club,Gaelic Games,Local
Limerick,Knockainey AFC,Knockainey AFC Community Hub and Clubhouse Dev,"?178,930",Sports Club,Soccer,Local
Limerick,Knockainey Gaa,Childrens Training Area and Main Pitch Drainage,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Limerick & Clare Education & Training Board,4G Pitch - Thomond CC,"?500,000",Education & Training Board,Multi-sport,Non-Local
Limerick,Limerick Academy & Scouts Kayaking Club,High performance Slalom Div2.Expansion of Sport.,"?8,290",Sports Club,Canoeing / Kayaking,Local
Limerick,Limerick Boat Club,Purchase of 8 person rowing craft,"?22,570",Sports Club,Rowing,Local
Limerick,Limerick Celtics Basketball Club,Limerick Celtics New Sports Equipment Purchase,"?51,559",Sports Club,Basketball,Local
Limerick,LIMERICK CITY & COUNTY COUNCIL,2023 Kennedy Park Pitch Floodlighting,"?55,583",Local Authority - Town Council - Borough Council,Multi-sport,Local
Limerick,LIMERICK CITY & COUNTY COUNCIL,2023 Mungret Park Pitch Upgrade,"?62,050",Local Authority - Town Council - Borough Council,Multi-sport,Local
Limerick,LIMERICK CITY & COUNTY COUNCIL,2023 Hospital Multi Use Games Area Upgrade,"?136,735",Local Authority - Town Council - Borough Council,Multi-sport,Local
Limerick,LIMERICK CITY & COUNTY COUNCIL,Grove Island Leisure Centre Improvement Works,"?500,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Limerick,Limerick Desmond Football League,"LED, mower, dressing room upgrade, pitch devel.","?188,248",Sports Club,Soccer,Local
Limerick,Limerick Desmond Schoolboy/girl League,"LDSBGL - Equipment-Training, Pitch, H&S","?63,377",Sports Club,Soccer,Local
Limerick,Limerick Dragons,Refurbishing of Old Dragon Boat & equipment.,"?10,499",Special Interest Group,Multi-sport,Local
Limerick,Limerick GAA,Mick Neville Park Rathkeale,"?500,000",Sports Centre,Gaelic Games,Non-Local
Limerick,Limerick Golf Club,Limerick Golf Course Development Programme,"?168,000",Sports Club,Golf,Local
Limerick,Limerick Institute of Technology,Redevelopment of Basketball regional hub,"?500,000",Third level college,Multi-sport,Non-Local
Limerick,Limerick Kayak Club,Slalom & River Kayak Equipment,"?28,125",Sports Club,Canoeing / Kayaking,Local
Limerick,Limerick Lawn Tennis Club,Energy Efficient Heating / Rainwater Harvesting,"?38,722",Sports Club,Tennis,Local
Limerick,Limerick Soccer Referees Society,Irish Soccer Referees Limerick Branch,"?14,877",Sports Club,Soccer,Local
Limerick,Lisnagry FC,"Changing facilities, access and safe pitches","?177,705",Sports Club,Soccer,Local
Limerick,Monagea GAA Club,Community Walkway and Robotic Mower,"?116,610",Sports Club,Gaelic Games,Local
Limerick,Monaleen GAA Club (ncluding Monaleen GAA Tennis Club),Monaleen GAA Club - New Sand Based Full Size Pitch,"?136,847",Sports Club,Gaelic Games,Local
Limerick,MORNING STAR BASKETBALL CLUB,Basketball Training equipment,"?9,677",Sports Club,Basketball,Local
Limerick,Mountcollins AFC,Pitch Maintenance and Enhancement 2023/24,"?88,635",Sports Club,Soccer,Local
Limerick,Mountcollins GAA,Sand Carpet Playing Pitch & LGFA Team Equipment,"?148,798",Community Group,Gaelic Games,Local
Limerick,Mungret Regional Football Club,Mungret Regional FC - Phase 3 of 15 Year Plan,"?415,000",Sports Club,Soccer,Non-Local
Limerick,Mungret St Pauls GAA Club,Mungret St. Pauls GAA Club 2023 Development,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Munster Target Shooting Club,Storage container/training room Training aids,"?34,838",Sports Club,Shooting Sports,Local
Limerick,Murroe AFC,"Goalposts, Pitch Side Fencing, and Dugouts","?43,529",Sports Club,Soccer,Local
Limerick,Murroe Boher GAA Club,Murroe Boher GAA - Harty Park development 2023,"?174,413",Sports Club,Gaelic Games,Local
Limerick,Murroe Wood Park Company Limited by Guarantee,Equipment for New Community Gym,"?40,117",Community Group,Multi-sport,Local
Limerick,Na Piarsaigh Hurling & Football Club,Full Pitch Irrigation (2 No. Pitches),"?200,000",Sports Club,Gaelic Games,Local
Limerick,Newcastle West AFC,Full size astro turf pitch in Newcastle West,"?200,000",Sports Club,Soccer,Local
Limerick,Newcastle West GAA,New modern fencing for 2 Grass playing pitches,"?79,833",Sports Club,Gaelic Games,Local
Limerick,Newcastle West Golf Club,"Drainage, Short Game Area and Solar","?200,000",Sports Club,Golf,Local
Limerick,Newcastle West RFC,Provision of Gym equipment and robotic Lawnmower,"?40,000",Sports Club,Rugby,Local
Limerick,NEWCASTLEWEST TENNIS CLUB,Sports Equipment for Newcastle West Tennis Club,"?11,481",Sports Club,Tennis,Local
Limerick,Old Crescent RFC,Pitch redevelopment ? Old Crescent RFC,"?192,648",Sports Club,Rugby,Local
Limerick,OLD MILL Sports Club,Sports Capital & Equipment,"?45,449",Sports Club,Ladies Gaelic Football,Local
Limerick,Pallasgrean/Templebraden Community Council,Pallasgreen Community Activity Area Reapplication,"?33,233",Community Group,Tennis,Local
Limerick,Patrickswell GAA Club,Main Pitch Resurfacing and New Walkway,"?200,000",Sports Club,Gaelic Games,Local
Limerick,Pike Rovers AFC Sports & Social Club,Floodlights for Main Pitch - Top up Grant,"?174,732",Sports Club,Soccer,Local
Limerick,Rathkeale AFC,Astro Pitch Replacement,"?110,600",Sports Club,Soccer,Local
Limerick,Shanagolden & District Community Council,"SCC Walking Track, Pitch Development & Equipment","?187,374",Community Group,Soccer,Local
Limerick,Shannon Dragons,Dragonboat storage facility,"?45,449",Special Interest Group,Rowing,Local
Limerick,Shannon RFC,To sustainably decarbonise Shannon Rugby Club,"?176,277",Sports Club,Rugby,Local
Limerick,Shannon Rowing Club,Boats & safety equipment to increase access,"?153,755",Sports Club,Rowing,Local
Limerick,Shannonside FC,Shannonside FC Club Equipment,"?56,568",Sports Club,Soccer,Local
Limerick,Shelbourne AFC Limerick,Shelbourne AFC pitch upgrades and changing rooms,"?196,325",Sports Club,Soccer,Local
Limerick,Shountrade Soccer Club,Equipment to improve facilities and participation,"?64,549",Sports Club,Soccer,Local
Limerick,South Liberties GAA,"Ball wall with playing surface, lights & fencing","?108,000",Sports Club,Gaelic Games,Local
Limerick,St Kieran's GAA Club,"Dressing Rooms, Showers & Toilets","?200,000",Sports Club,Gaelic Games,Local
Limerick,St Michael's Sporting Club (Rowing Club),St. Michael's Rowing Club (SMRC) fleet expansion,"?70,000",Sports Club,Rowing,Local
Limerick,St Patrick's GAA Club (Limerick),Dressing Room - Facilities Access,"?15,000",Sports Club,Gaelic Games,Local
Limerick,St Senan's GAA Club,Upgrade of clubhouse facilities,"?111,292",Sports Club,Gaelic Games,Local
Limerick,St. Gabriel's School & Centre,Hydrotherapy Pool Essential Equipment Upgrades,"?40,000",Disability Group,Swimming,Local
Limerick,St. Munchins Community Centre,Northside Community Fitness and Health Hub,"?74,750",Community Group,Multi-sport,Local
Limerick,Staker Wallace GAA Club,Upgrade pitch lights & walking track,"?164,355",Sports Club,Gaelic Games,Local
Limerick,Tarbert Coastal Rowing Club,Equipment for Tarbert Rowing club,"?55,522",Sports Club,Rowing,Local
Limerick,Templeglantine GAA,Robotic Lawn Mower,"?26,400",Sports Club,Gaelic Games,Local
Limerick,The Sanctuary Runners CLG,Sanctuary Runners Equipment Grant,"?6,824",Sports Club,Athletics,Local
Limerick,Thomond RFC,Develop 2nd fullsize pitch with ballstop nets,"?111,893",Sports Club,Rugby,Local
Limerick,UL Bohemian RFC,UL Bohemian RFC - Making Rugby Available For All,"?116,680",Sports Club,Rugby,Local
Limerick,Villiers School,Upgrades to the hockey field,"?200,000",School (primary or second level),Hockey,Local
Limerick,Wembley Rovers Football Club,Wembley Rovers Pitch and Maintenance,"?11,958",Sports Club,Soccer,Local
Limerick,West Limerick Athletics Club,Field Equipment for New Athletics Hub,"?7,340",Sports Club,Athletics,Local
Limerick,West Limerick Sports Complex,"Increase Capacity,Accessibility&Energy Efficiency","?61,284",Sports Centre,Multi-sport,Local
Limerick,Young Munster RFC,2023 Refurb Works Astro Fencing PV Drainage,"?189,039",Sports Club,Rugby,Local
Longford,Abbeyshrule Canoe Club,"Request: kayak equipment, trailer & dressing area","?35,000",Sports Club,Canoeing / Kayaking,Local
Longford,Ardagh Moydow GAA Club,"Enhancement of Facilities, Ardagh Moydow GAA Club","?172,200",Sports Club,Gaelic Games,Local
Longford,Ballymore GFC,New Training Pitch,"?145,407",Sports Club,Gaelic Games,Local
Longford,Carrickedmond gaa club,Upgrade and Drainage Works to Training Pitch,"?41,000",Sports Club,Gaelic Games,Local
Longford,Carrickedmond Ladies GAA,Sports Equipment,"?1,500",Sports Club,Gaelic Games,Local
Longford,Cashel GAA,Refurbishment of Existing Facilities and Extension,"?182,334",Sports Club,Gaelic Games,Local
Longford,Clonguish GFC,Automatic Lawnmower,"?25,032",Sports Club,Gaelic Games,Local
Longford,Cnoc Mhuire,Pitch mower and outdoor facility upgrade.,"?26,515",School (primary or second level),Gaelic Games,Local
Longford,County Longford Golf Club,Ball Stop Netting on Golf Course,"?10,339",Sports Club,Golf,Local
Longford,Dromard GAA club,Construct a GYM on Dromard GAA Club Grounds,"?200,000",Sports Club,Gaelic Games,Local
Longford,Drumlish Community Association,Drumlish Community Centre CLG and Sports Hub,"?3,262",Community Group,Multi-sport,Local
Longford,Emmet �g GFC,Ball Stop Netting at Emmet Park,"?14,297",Sports Club,Gaelic Games,Local
Longford,Grattan Og GAA Club,Installation of Solar Panels for Walkway,"?39,000",Sports Club,Gaelic Games,Local
Longford,Inny Kayakers Association,Inny Kayak Club Junior element expansion,"?12,178",Sports Club,Canoeing / Kayaking,Local
Longford,Killoe Celtic F. C.,Equipment Project for Killoe Celtic FC,"?36,494",Sports Club,Soccer,Local
Longford,Longford Gymnastics Club,Gymnastics Equipment,"?32,964",Sports Club,Gymnastics,Local
Longford,Longford Phoenix Basketball Club,Updating/replacing basketball equipment/kit,"?46,135",Sports Club,Basketball,Local
Longford,Longford RFC,"Gym/fitness centre, changing rooms and toilets","?500,000",Sports Club,Rugby,Non-Local
Longford,Longford Slashers GAA Club,2023 Sports Grant Application,"?199,290",Sports Club,Gaelic Games,Local
Longford,Longford Tennis Club,Court Development Longford Tennis Club Phase 2,"?57,919",Sports Club,Tennis,Local
Longford,North Longford Angling Club,Purchase of boats and trailers,"?10,000",Sports Club,Angling/Fishing,Local
Longford,Rathcline GAA,Accessible Multi Sports Area and Outdoor Gym,"?50,000",Sports Club,Gaelic Games,Local
Longford,Real Clondra FC,Sports equitment for Real Clondra FC,"?4,717",Sports Club,Soccer,Local
Longford,Sean Connolly GFC,Lighting upgrade works at Maguire Park Ballinalee,"?42,616",Sports Club,Gaelic Games,Local
Longford,Spartak Granard Football Club,Goalposts and Storage Shed,"?11,159",Sports Club,Soccer,Local
Longford,St Marys GFC,Modernization St Marys GFC + LGFA facilities,"?150,914",Sports Club,Gaelic Games,Local
Longford,St Mels College,Sports Pitch Drainage at St Mel's College,"?52,759",School (primary or second level),Gaelic Games,Local
Longford,St. Brigid's GAA Club,Capital and Equipment Development at St Bridgets,"?187,790",Sports Club,Gaelic Games,Local
Longford,Wolfshead Company of Archers,Wolfshead Company of Archers Academy development,"?27,186",Sports Club,Archery,Local
Louth,ABAILE Autism Support Louth & Meath,Outdoor Adult Gym and Physical Exercise Equipment,"?25,487",Disability Group,Multi-sport,Local
Louth,Ace Athletics Club CLG,Development of club field to make it usable.,"?200,000",Sports Club,Athletics,Local
Louth,Ardee Celtic FC,Upgrade clubrooms and spectator railings,"?57,419",Sports Club,Soccer,Local
Louth,Ardee Cycling Club,Beginner Female & Older Male Cycling in Mid Louth,"?35,500",Sports Club,Cycling,Local
Louth,Ardee Golf Club,"Enhanced access program, drainage work and machine","?194,156",Sports Club,Golf,Local
Louth,Ardee Rugby Football Club,Upgrading of sports equipment,"?9,871",Sports Club,Rugby,Local
Louth,Ardee St marys GFC,"Increase Female, Disabled & Male Participation","?97,000",Sports Club,Gaelic Games,Local
Louth,Athletics Louth,Athletics Louth Sports Equipment,"?62,617",Sports Club,Athletics,Local
Louth,Bay Football Club,New clubrooms for Bay FC,"?195,646",Sports Club,Soccer,Local
Louth,Bellurgan United FC LTD,Application for funding for Portable Goal Posts,"?11,443",Sports Club,Soccer,Local
Louth,Bellurgan Wheelers,Bellurgan Wheelers Track upgrades 2023,"?42,358",Sports Club,Cycling,Local
Louth,Boyne Fishermans Rescue and Recovery Service,Boyne Fisherman's Grant application,"?69,265",Community Group,Diving/Snorkelling,Local
Louth,Boyne RFC,Construction of a 3g Synthetic Grass Pitch,"?500,000",Sports Club,Rugby,Non-Local
Louth,Boyne Rovers AFC,Boyne Rovers Sports Capital Grant 2023,"?18,285",Sports Club,Soccer,Local
Louth,Carlingford Knights Rugby Club,Enable Youth Girls & Boys Rugby Long-Term,"?4,342",Sports Club,Rugby,Local
Louth,Castletown Belles Football Club,B�inseach Pitch Redevelopment,"?65,643",Sports Club,Soccer,Local
Louth,Clan Na Gael GAA [DUNDALK],The provision of two new Dressing rooms and a Gym,"?200,000",Sports Club,Gaelic Games,Local
Louth,Cooley Connect Well,Walk WELL with Activator Walking Poles,"?2,440",Community Group,Hillwalking,Local
Louth,Cooley Kickhams GAA,Upgrade of training pitch,"?94,082",Sports Club,Gaelic Games,Local
Louth,Cuchulainn Gaels,New Two Story Dressing and Clubrooms,"?197,338",Sports Club,Gaelic Games,Local
Louth,Darver Community Centre CLG,"Upgrade of stairs, landing and upstairs areas","?86,816",Community Group,Multi-sport,Local
Louth,Dealgan Boxing Club,Reroofing of Dealgan Boxing Club,"?102,158",Sports Club,Boxing,Local
Louth,Drogheda and District Athletic Club,Upgrading running track and juvenile facility,"?124,076",Sports Club,Athletics,Local
Louth,Drogheda Cycling,Boyne Bike Hub,"?4,218",Community Group,Cycling,Local
Louth,Drogheda Special Olympics Club Ltd.,UPGRADE OF CURRENT ACCESSIBLE W/C FACILITY,"?178,720",Disability Group,Special Olympics,Local
Louth,Drogheda Water Polo Club,Drogheda Water Polo Timing and Goals,"?12,140",Sports Club,Swimming,Local
Louth,Drogheda Wolves Basketball Club,Sports equipment to aid club expansion,"?26,866",Sports Club,Basketball,Local
Louth,Dromin Juveniles Football Club,Training Equipment and Refurbishment of Facilities,"?104,047",Sports Club,Soccer,Local
Louth,Dundalk & Carlingford Sailing Club,renovation of changing rooms / new RIB rescue boat,"?91,689",Sports Club,Sailing,Local
Louth,Dundalk Commercial Club,Disability Access and Upgrade of Facilities,"?162,845",Sports Club,Multi-sport,Local
Louth,Dundalk Cricket Club,Project Hiney Park,"?60,290",Sports Club,Cricket,Local
Louth,Dundalk Lawn Tennis and Badminton Club,Tennis Court Resurfacing,"?156,991",Sports Club,Tennis,Local
Louth,Dundalk RFC,Pitch Upgrade at Dundalk Rugby Football Club,"?197,255",Sports Club,Rugby,Local
Louth,Dundalk Schoolboys League,Equipping DSL for the future,"?36,000",Special Interest Group,Soccer,Local
Louth,Dundalk Sub Aqua Search and Recovery,"Rigid Inflatable Boat, Engine and Trailer","?70,000",Sports Club,Diving/Snorkelling,Local
Louth,Dundalk Town FC Ltd,Installation of new pitch and floodlights,"?500,000",Sports Club,Soccer,Non-Local
Louth,Edmund Rice Schools Trust Limited,All Weather Pitch ? St Joseph?s CBS Primary (Drog),"?52,711",Diocesan Trust,Multi-sport,Local
Louth,Geraldines GFC,Installation of a new 3G artificial playing pitch,"?200,000",Sports Club,Gaelic Games,Local
Louth,Glenmuir United F.C,Glenmuir future & sustainable development project.,"?200,000",Sports Club,Soccer,Local
Louth,Glyde Rangers GFC,Glyde Rangers GFC Maintenance Equipment Grant,"?40,000",Sports Club,Gaelic Games,Local
Louth,Greenore Golf Club,Creation of practice course and course upgrades,"?200,000",Sports Club,Golf,Local
Louth,Holy Family Boxing and Community Centre [DROGHEDA],Energy Efficiency Facility Upgrades,"?57,572",Sports Club,Boxing,Local
