County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Sligo,St Johns Community Development Association,Elevate & Illuminate: Community Pitch Revamp,"?171,161",Community Group,Multi-sport,Local
Sligo,St Johns GAA Club,St Johns GAA Club Facilities Upgrade,"?75,656",Sports Club,Gaelic Games,Local
Sligo,ST MICHAEL'S GAA CLUB,St Michaels Sports Field Upgrade,"?144,800",Sports Club,Gaelic Games,Local
Sligo,St Molaise Gaels GAA Club,Participation and Environment Amenities,"?101,604",Sports Club,Gaelic Games,Local
Sligo,St Patricks GAA (Sligo),St. Patrick's GAA Club Pitch Re-development,"?183,141",Sports Club,Gaelic Games,Local
Sligo,Strandhill Community Park Ltd,Refurbishment of all-weather pitch,"?76,260",Community Group,Soccer,Local
Sligo,Strandhill Golf Club Ltd Co Sligo,Energy Action plan and modernise Dressing rooms,"?160,000",Sports Club,Golf,Local
Sligo,Templeboy Foroige Club,Purchase of table tennis table,?705,Youth Club,Table Tennis,Local
Sligo,The Teeling Centre,Upgrade of Dressing Rooms-Teeling Centre,"?75,896",Community Group,Multi-sport,Local
Sligo,Tourlestrane GAA Clu,"Equipment for Pitch, Gym and Security purposes","?60,726",Sports Club,Gaelic Games,Local
Sligo,Tubbercurry GAA Club,Refurbish Dressing Rooms Mower/portable Goals,"?178,144",Sports Club,Multi-sport,Local
Sligo,Tubbercurry Golf Club Limited,Make facilities more accessible and greener,"?200,000",Sports Club,Golf,Local
Sligo,Valley Rovers Football Club,Soccer equipment for female members,"?19,000",Sports Club,Soccer,Local
Sligo,Yeats United Football Club,Development of an Astro @ Yeats United FC,"?200,000",Sports Club,Soccer,Local
Tipperary,6th Tipperary Roscrea Scouts,6th Tipp Roscrea Scouts Equipment Upgrade,"?33,000",Scout Group,Multi-sport,Local
Tipperary,Araglen GAA Club,Araglen GAA Sports Equipment,"?29,483",Sports Club,Gaelic Games,Local
Tipperary,Ardcroney Field Committee,Ardcroney Community Field Improvements,"?38,903",Community Group,Camogie,Local
Tipperary,Ardfinnan GAA Club,Ardfinnan GAA Indoor Gym & Training facility.,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Arra Rovers Soccer Club,Arra Rovers Equipment Grant Application 2023,"?70,000",Sports Club,Soccer,Local
Tipperary,Arravale Rovers GAA,Refurbishment of facilities and mower purchase.,"?83,937",Sports Club,Gaelic Games,Local
Tipperary,Ballina handball club,Essential roof replacement & upgrade,"?68,000",Sports Club,Handball,Local
Tipperary,Ballina Ladies Football Club,Ballina LGFC Co Tipperary Grant Application 2023,"?3,150",Sports Club,Gaelic Games,Local
Tipperary,Ballinahinch GAA Club,Astroturf Development,"?75,334",Sports Club,Gaelic Games,Local
Tipperary,Ballinderry Sportsfield,AstroTurf Pitch and Ball Wall,"?200,000",Community Group,Community Games,Local
Tipperary,BALLYBACON GRANGE GAA & CAMOGIE CLUB,Upgrade of Facilities to include astro turf.,"?187,000",Sports Club,Gaelic Games,Local
Tipperary,Ballylooby/Castlegrace Gaa Club,Ball Stop Nets and Posts,"?41,475",Sports Club,Gaelic Games,Local
Tipperary,Ballymackey FC. LTD,"Phase 3 & 4 , Dressing Rooms and Gym.","?200,000",Sports Club,Soccer,Local
Tipperary,Ballypatrick Sports Centre,Ballypatrick Sports Centre (BSC ) Phase 3,"?175,000",Sports Centre,Tennis,Local
Tipperary,Ballyporeen GAA Club,Ballyporeen GAA Equipment Project 2023,"?60,216",Sports Club,Gaelic Games,Local
Tipperary,Ballyskenagh/ Killavilla GAA Club,Ballyskenagh/ Killavilla GAA club,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Birdhill Community & Recreation Association,Floodlighting Birdhill Sports Facility,"?74,178",Community Group,Soccer,Local
Tipperary,Blackcastle Templemore HARPS (aka BT HARPS),BT Harps - Installation of a full AstroTurf Pitch,"?420,000",Sports Club,Soccer,Non-Local
Tipperary,Boher Community Development Group,"BCDG Lighting, Netting, Goalposts and Equipment","?68,851",Community Group,Multi-sport,Local
Tipperary,Borrisokane Community Sports Grounds Ltd,Refurb of Tennis Courts & Floodlighting,"?169,100",Community Group,Soccer,Local
Tipperary,Burncourt National School,Juvenile Goals & Defibrillator,"?9,188",School (primary or second level),Multi-sport,Local
Tipperary,Cahir GAA,"Refurbishment of Dressing Rooms, Showers & Toilets","?70,000",Sports Club,Gaelic Games,Local
Tipperary,Cahir Park Golf Club Ltd,Cahir Park Golf Club Facilities Improvement 2023,"?70,000",Sports Club,Golf,Local
Tipperary,Canon Hayes Community Recreation Centre Ltd.,Upgrade Netting and Replace Lights on Pitches,"?191,825",Community Group,Multi-sport,Local
Tipperary,Cappawhite GAA Club,Sports Infrastructure Development Cappawhite GAA,"?143,169",Sports Club,Gaelic Games,Local
Tipperary,Carrick Davins GAA,"Development of juvenile ,ladies Gaa pitch ,","?78,902",Sports Club,Gaelic Games,Local
Tipperary,Carrick Paddlers,Kayaks and Trailers,"?9,588",Sports Club,Canoeing / Kayaking,Local
Tipperary,Carrick Swan Hurling Football and Camogie Club,Sports Hall Refurbishment and Equipment,"?20,000",Sports Club,Gaelic Games,Local
Tipperary,Carrick United AFC Company Limited by Guarantee,Grass Pitch Drainage System & Pitch Equipment,"?69,972",Sports Club,Soccer,Local
Tipperary,Carrick Wheelers Cycling Club,Cycling Club Youth Section Development,"?15,000",Sports Club,Cycling,Local
Tipperary,Cashel Handball Club,Phase 3 of the Masterplan for development,"?228,198",Sports Club,Handball,Non-Local
Tipperary,Cashel King Cormacs GAA Club,CLUB INFRASTRUCTURE DEVELOPMENT PHASE 2,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Cashel New Inn Hockey Club,Non personal sports equipment,"?13,415",Sports Club,Hockey,Local
Tipperary,Cashel R.F.C.,Gender Neutral Changing Rooms,"?84,602",Sports Club,Rugby,Local
Tipperary,CJK Mullinahone GAA,Phase 2 of Astro and Pitch Improvements,"?78,500",Sports Club,Gaelic Games,Local
Tipperary,Clanwilliam Football Club,"LED Floodlights, Scrum machine and Storage Unit","?84,515",Sports Club,Rugby,Local
Tipperary,Clodiagh Rangers Football Club,New lawn mower,"?4,750",Sports Club,Soccer,Local
Tipperary,Cloneen Sports & Social Club,Squash Court renovation and Gym Setup,"?59,000",Community Group,Multi-sport,Local
Tipperary,Clonmel Boxing Club Ltd,Boxing cardio / conditioning equipment.,"?24,954",Sports Club,Boxing,Local
Tipperary,clonmel commercials ladies gaelic football,Meeting Demand - CCLGFA Equipment & Storage,"?14,566",Sports Club,Ladies Gaelic Football,Local
Tipperary,Clonmel Og Hurling & Football Club,"Gymnasium, Fitness/Wellness Centre","?94,137",Sports Club,Gaelic Games,Local
Tipperary,Clonmel Rowing Club,Clonmel Rowing Club 23/24 Initiatives,"?87,732",Sports Club,Rowing,Local
Tipperary,Clonmel Rugby Club,Construction of Medical Room at Clonmel RFC,"?100,000",Sports Club,Rugby,Local
Tipperary,Clonmel Town Football Club,Water Sprinkler System,"?36,750",Sports Club,Soccer,Local
Tipperary,ClonmelAthletic Club,Regional Sports Hub Athletics equipment,"?206,032",Sports Club,Athletics,Non-Local
Tipperary,Clonoulty Rossmore GAA Club,"Ball Stop Nets,Lawnmower & LED Lighting upgrade","?78,739",Sports Club,Gaelic Games,Local
Tipperary,Cloughjordan FC,Cloughjordan FC Phase 2 Development,"?199,041",Sports Club,Soccer,Local
Tipperary,County Tipperary Lawn Tennis Club,Upgrade solar + timing system + sports equipment.,"?26,609",Sports Club,Tennis,Local
Tipperary,Drom & Inch Gaa Club,Drom & Inch GAA - Natural Grass Training Area,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Dundrum Athletic Club,High Jump Unit,"?10,128",Sports Club,Athletics,Local
Tipperary,Durlas Og,"Durlas �g, Enhancing Access & Participation","?116,385",Sports Club,Gaelic Games,Local
Tipperary,Eire Og Annacarty GAA Club,Astro Turf & Hurling Wall Pitch Liner Mower,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Emly GAA Club,Develop new fully accessible toilet facilities,"?39,056",Sports Club,Gaelic Games,Local
Tipperary,Emly Tennis Club,Tennis Courts Refurb LED lights Security Fencing,"?61,366",Community Group,Tennis,Local
Tipperary,Fethard Regional Community Sport and Recreational Campus CLG,Fethard Town Park - Shared Equipment,"?35,149",Community Group,Multi-sport,Local
Tipperary,Fort Aengus Club,REDEVELOPMENT OF FORT AENGUS CLUB FACILITIES,"?151,183",Sports Club,Tennis,Local
Tipperary,FR SHEEHY GAA CLUB,"Hurling Wall, Astro 38x25m and storage shed","?200,000",Sports Club,Gaelic Games,Local
Tipperary,Galtee Rovers St Pecaun's GAA Club,Upgrade to Facilities at Galtee Rovers-St.Pecaun's,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Golden Grove Riding Club,Golden Grove Riding Club,"?68,822",Sports Club,Equestrian Sports,Local
Tipperary,Golden Kilfeacle GAA,Sports Facility Upgrades,"?57,000",Sports Club,Gaelic Games,Local
Tipperary,Golden Vale Pony Club (Branch of the Irish Pony Club),Purchase of Show Jumping Equipment,"?6,000",Sports Club,Equestrian Sports,Local
Tipperary,Hillview (Clonmel) Sports Club,LED lighting courts 5/6 & fairway mower P&P course,"?26,085",Sports Club,Tennis,Local
Tipperary,Holy Family National School Templetuohy,Templetuohy Community Astro Turf Development,"?199,356",School (primary or second level),Gaelic Games,Local
Tipperary,Holycross Football Club,Holycross FC Pitch Equipment,"?38,000",Sports Club,Soccer,Local
Tipperary,Holycross-Ballycahill GAA Club,Mower,"?11,383",Sports Centre,Gaelic Games,Local
Tipperary,J.K. Brackens GAA Club,JK Brackens Development & Equipment,"?22,500",Sports Club,Gaelic Games,Local
Tipperary,Kildangan GAA Club [Tipperary],"Astro,Ballwall,Fencing & Solar LED Lights-Phase 2","?200,000",Sports Club,Gaelic Games,Local
Tipperary,Kilfeacle & District RFC,New mower for Kilfeacle & District RFC,"?20,305",Sports Club,Rugby,Local
Tipperary,Kilfeacle Community Association,Replacement of Court 3 Artificial Grass surface,"?20,657",Sports Club,Tennis,Local
Tipperary,Killavilla United AFC,Full Size Astro Turf KUAFC/NTSFL,"?473,746",Sports Club,Soccer,Non-Local
Tipperary,KILLENAULE GAA CLUB,2no. Dressing Rooms & showers and public toilets,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Kilsheelan Kilcash GAA,Led Lighting on Training Pitch,"?83,298",Sports Club,Gaelic Games,Local
Tipperary,Knockshegowna GAA Club,Practice Ball Wall Project,"?58,562",Sports Club,Gaelic Games,Local
Tipperary,KPLAN Community Centre Ltd,Kilsheelan Tennis Courts Rejuvenation Programme.,"?38,020",Community Group,Multi-sport,Local
Tipperary,Lahorna Handball Club,Follow On Development of 40x20 Handball Court,"?186,981",Sports Club,Handball,Local
Tipperary,Lattin Cullen GAA Club,Lattin Cullen GAA Sports Centre,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Lorrha/Dorrha GAA Club,SCOREBOARD AND LAWNMOWER,"?50,000",Sports Club,Gaelic Games,Local
Tipperary,Lough Derg Sub Aqua Club,Application for New Membrane compressor,"?38,800",Sports Club,Diving/Snorkelling,Local
Tipperary,Lough Derg Yacht Club,Growing a Safer and Greener Club,"?72,130",Sports Club,Sailing,Local
Tipperary,Loughmore Castleiney GAA Club,"Remodel Clubhouse, Ladies dressing room and Gym","?132,135",Sports Club,Gaelic Games,Local
Tipperary,Moneygall GAA,Moneygall GAA Clubhouse Development,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Monsea Muintir Na Tire,Monsea M na Tire Badminton Hall refurbishment,"?178,925",Community Group,Multi-sport,Local
Tipperary,Moycarkey Borris GAA Club,Moycarkey Borris GAA 2023 Facility Enhancements,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Moycarkey Coolcroo Athleic Club,Grass maintenance complete 200m of our track.,"?59,733",Sports Club,Athletics,Local
Tipperary,Moyle Rovers GAA Club,Upgrade of Floodlighting & Pitch Maintenance,"?37,490",Sports Club,Gaelic Games,Local
Tipperary,Moyne/Templetuohy Hurling and Football GAA Club,Pitch Ball stop Netting,"?36,444",Sports Club,Gaelic Games,Local
Tipperary,Munster Athletics,2023 - Athletics Munster Timing-Distance measuring equip,"?38,760",Sports Club,Athletics,Non-Local
Tipperary,Nenagh AFC Brickfield Ltd,Refurbishment of facilities and equipment,"?70,000",Sports Club,Soccer,Local
Tipperary,Nenagh Celtic FC,Nenagh Celtic Equipment,"?34,247",Sports Club,Soccer,Local
Tipperary,Nenagh Eire Og Hurling & Football Club,Phase 2 : New Field Support Infrastructure,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Nenagh Golf Club,"Irrigation Tank,Mower, Range Cover, Bunker Upgrade","?200,000",Sports Club,Golf,Local
Tipperary,Nenagh Ormond RFC,Refurbishemnt of Club Gym,"?29,195",Sports Club,Rugby,Local
Tipperary,New Inn Community Centre,Lights Upgrade. Fence upgrade,"?29,002",Community Group,Multi-sport,Local
Tipperary,Newport Athletic Club,Newport AC Sports Equip & Lighting,"?33,828",Sports Club,Athletics,Local
Tipperary,Newport Community Project,Athletics Track Rubber Finish,"?65,750",Community Group,Multi-sport,Local
Tipperary,Newport Town AFC,Facility Development: increase participation,"?70,000",Sports Club,Soccer,Local
Tipperary,North Tipperary Schoolchildren's Football League,"Upgrade of kit, equipment and storage","?45,660",Sports Club,Soccer,Local
Tipperary,North Tipperary Wheelers NTW,Set up for club indoor training gym,"?5,000",Sports Club,Cycling,Local
Tipperary,Powerstown FC,Powerstown Football Club Equipment Development,"?14,331",Sports Club,Soccer,Local
Tipperary,Rearcross Football Club,Replacement of AWPA Perimeter Boards,"?8,849",Sports Club,Soccer,Local
Tipperary,Riverdale Pitch and Putt,RIVERDALE PITCH AND PUTT MACHINERY GRANT,"?40,000",Sports Club,Pitch and Putt,Local
Tipperary,Rockwell Rovers GAA Club,Refurbishment of clubhouse & equipment,"?63,027",Sports Club,Gaelic Games,Local
Tipperary,Roscrea Golf Club,Enhancement of facilities at Roscrea Golf Club 23,"?62,422",Sports Club,Golf,Local
Tipperary,Roscrea Hurling Club,WALKING TRACK AND NEW DRESSING ROOM,"?123,601",Sports Club,Gaelic Games,Local
Tipperary,Roscrea R.F.C.,Roscrea Rugby Football Club,"?121,173",Sports Club,Rugby,Local
Tipperary,Roscrea Swimming Pool,"Upgrade of gym and pool equipment, gym refurb","?8,691",Sports Centre,Olympic Handball,Local
Tipperary,Rosegreen Development Association Company Limited by Guarantee,Refurb. of Sports Hall & Mini Astro,"?55,016",Community Group,Multi-sport,Local
Tipperary,Rosegreen GAA,Fitness Equipment,"?29,496",Sports Club,Gaelic Games,Local
Tipperary,Scoil Teampall Toinne,Exercise/sports equipment for Ballyporeen STT/BCC,"?49,239",School (primary or second level),Gaelic Games,Local
Tipperary,Sean Kelly Sports Centre,Refurbishment of Changing Rooms and Utilities,"?144,976",Sports Centre,Swimming,Local
Tipperary,Sean Treacys GAA Club,Additional Playing field development,"?175,000",Sports Club,Gaelic Games,Local
Tipperary,Silvermines GAA Club,Building of Sports Hall & upgrade Handball Alley,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Slievenamon Celtic / Kilsheelan Utd,Growth of club to enable inclusion for all,"?60,000",Sports Club,Soccer,Local
Tipperary,Sologhead GAA Club,Solohead GAA Participation Project,"?29,753",Sports Club,Gaelic Games,Local
Tipperary,St Michaels AFC,Resurfacing of existing all weather pitch.,"?41,349",Sports Club,Soccer,Local
Tipperary,St Patrick's Gaa Club,"Dugouts, doors, goalposts, & sports equipment.","?30,503",Sports Club,Gaelic Games,Local
Tipperary,Templemore Badminton Club Ltd,Upgrade to safety Lighting and paths,"?32,316",Sports Club,Badminton,Local
Tipperary,Templemore Boxing Club,Equipment/changing room refurbishment,"?15,190",Sports Club,Boxing,Local
Tipperary,Templemore Camogie Club,St. Joseph's Primary School All Weather Project,"?47,000",Sports Club,Camogie,Local
Tipperary,Templemore Golf Club,"Water Conservation, Drainage, essential machinery","?185,558",Sports Club,Golf,Local
Tipperary,Terryglass National School,Terryglass NS Replace grass surface with Astroturf,"?75,315",School (primary or second level),Multi-sport,Local
Tipperary,Thurles Gaels GAA Club,Installation of Flood Lighting project,"?170,151",Sports Club,Gaelic Games,Local
Tipperary,Thurles Golf Club Ltd,Thurles Golf Club Improvements,"?145,275",Sports Club,Golf,Local
Tipperary,Thurles Rugby Football Club,New gym structure and purchasing lawnmower,"?80,000",Sports Club,Rugby,Local
Tipperary,Thurles Sarsfield GAA Club,Thurles Sarsfields Dressing Rooms Facility,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Thurles Swimming Pool DAC,Upgrade to Equipment,"?21,780",Sports Centre,Swimming,Local
Tipperary,Thurles Tennis Club,Courts 2 & 3 for Thurles TC at TUS Campus Thurles,"?200,000",Sports Club,Tennis,Local
Tipperary,Tigersharks Swimming Club,Tipperary Tiger Sharks Swimming Club Equipment,"?6,647",Sports Club,Swimming,Local
Tipperary,Tipperary County Board GAA,2023 - Dr Morris Pk Complete Gymnasium & furnish with Gym equipment.,"?255,646",Sports Club,Gaelic Games,Non-Local
Tipperary,TIPPERARY COUNTY COUNCIL,2023 Nenagh Leisure Centre,"?10,173",Local Authority - Town Council - Borough Council,Multi-sport,Local
Tipperary,TIPPERARY COUNTY COUNCIL,2023 Tipperary Hills Outdoor Gym Equipment,"?9,820",Local Authority - Town Council - Borough Council,Multi-sport,Local
Tipperary,Tipperary Education and Training Board,Col�iste D�n Iascaigh Astro playing pitch,"?500,000",Education & Training Board,Gaelic Games,Non-Local
Tipperary,Tipperary Education and Training Board,Development of gym and fitness suite,"?200,000",Education & Training Board,Gaelic Games,Local
Tipperary,Tipperary Education and Training Board,Multi Sports Field@Nenagh College with Nenagh HC,"?500,000",Education & Training Board,Gaelic Games,Non-Local
Tipperary,Tipperary Education and Training Board,"Raheen College, Clonmel - Pitch Development","?200,000",Education & Training Board,Gaelic Games,Local
Tipperary,Tipperary Golf Club,Short-game practice area and maintenance equipment,"?98,000",Sports Club,Golf,Local
Tipperary,Tipperary Hunt Pony Club,Equipment for our Pony Club,"?20,000",Local Sports Partnership,Equestrian Sports,Local
Tipperary,Tipperary Knights Basketball Club THE KNIGHTS,Tipperary Knights Equipment Grant Application,"?7,439",Sports Club,Basketball,Local
Tipperary,Toomevara GAA Club,Walking Track & Floodlights Upgrade,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,Two Mile Borris St Kevins FC,Purchase of new Grass Cutting Mower,"?20,000",Sports Club,Soccer,Local
Tipperary,United Cricket Clonmel,"Upgrading of Ground, Playing &Training Facilities","?23,180",Sports Club,Cricket,Local
Tipperary,Upperchurch Drombane Cycling Club,UDCC Club Equipment Storage,"?3,797",Sports Club,Cycling,Local
Tipperary,Upperchurch Drombane GAA Club,Development of additional playing facilities.,"?200,000",Sports Club,Gaelic Games,Local
Tipperary,vee rovers f.c,Pitch improvements plus equipment,"?48,164",Sports Club,Soccer,Local
Waterford,15th/25th Waterford Sacred Heart Scout Group,Refurbishment of Existing Scout Den,"?93,282",Scout Group,Multi-sport,Local
Waterford,8TH TRAMORE SCOUT GROUP,Green Paddles,"?17,500",Scout Group,Multi-sport,Local
Waterford,Abbeyside/Ballinacourty GAA Club,Lawnmowers,"?40,000",Sports Club,Gaelic Games,Local
Waterford,Ardmore GAA,Installation of Scoreboard & New Gym Equipment,"?17,665",Sports Club,Gaelic Games,Local
Waterford,Ballinameela Community Centre,Ballinameela Sports Centre Improvements,"?12,363",Community Group,Multi-sport,Local
Waterford,Ballinroad Soccer Club,"Participation, Development & Climate Action","?26,113",Sports Club,Soccer,Local
Waterford,Ballyduff Lower GAA Club,Ballyduff Lower improved facilities project,"?108,723",Sports Club,Gaelic Games,Local
Waterford,Ballyduff Muintir Na Tire Sports Hall Committee,Replace /upgrade Flood lights at Community field,"?66,943",Community Group,Multi-sport,Local
Waterford,Ballyduff Rovers Soccer Club,Equipement,"?3,744",Sports Club,Soccer,Local
Waterford,Ballyduff Soccer Club,New Dressing Rooms. Phase 1,"?195,000",Sports Club,Soccer,Local
Waterford,Ballygunner GAA Club,New Indoor Astroturf Surface and Ball Stop Netting,"?77,904",Sports Club,Gaelic Games,Local
Waterford,Ballymacarbry Community Centre Ltd,"Fitness Studio, Defibrillator & CCTV","?30,000",Community Group,Gaelic Games,Local
Waterford,Ballysaggart GAA Club,Ballysaggart GAA Hall & ancillary developments,"?155,000",Sports Club,Gaelic Games,Local
Waterford,Bohemians FC (Waterford),Re-development of Ben Wadding Park,"?95,000",Sports Club,Soccer,Local
Waterford,Bonmahon GAA,Bonmahon GAA Club Building Redevelopment,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Brideview Utd AFC,Second Pitch Efficient Light Upgrade,"?107,579",Sports Club,Soccer,Local
Waterford,Butler Community Centre,Sports Hall Ceiling Painting,"?20,252",Community Group,Soccer,Local
Waterford,Butlerstown GAA Club,Astro Turf Facility Upgrade & Club Gym,"?89,126",Sports Club,Gaelic Games,Local
Waterford,Cappoquin Community Development Company Ltd,Purchase of Gymnasium Equipment.,"?32,776",Community Group,Badminton,Local
Waterford,Cappoquin Railway FC,Drainage to Female Football Pitch,"?187,474",Sports Club,Soccer,Local
Waterford,Cappoquin Rowing Club,CRC Winter Training Scheme,"?21,900",Sports Club,Rowing,Local
Waterford,Carbally Community Development Group,The Carbally Fitness For All Project,"?149,067",Community Group,Community Games,Local
Waterford,Carrick-on-Suir Golf Club,Sustainability Measures to upgrade club equipment,"?92,090",Sports Club,Golf,Local
Waterford,Causeway Tennis & Bowls Club,Upgrade of facilities,"?109,191",Sports Club,Tennis,Local
Waterford,Clashmore Kinsalebeg GAA Club,New Playing Pitch Development,"?166,133",Sports Club,Gaelic Games,Local
Waterford,CLG AN SEAN PHOBAL,Upgrade and add facilities,"?143,541",Sports Club,Gaelic Games,Local
Waterford,CLG Micheal McCraith (Tramore GAA Club),"Ground Improvements at Tramore GAA Club, Waterford","?184,402",Sports Club,Gaelic Games,Local
Waterford,Clonea GAA Club,Clonea GAA Gym Security Fencing Dugouts Scoreboard,"?87,067",Sports Club,Gaelic Games,Local
Waterford,Clonmel Golf Club,Course Drainage and Facilities upgrade,"?180,224",Sports Club,Golf,Local
Waterford,Comeragh Rangers L.G.F.A.,Gym equipment for strength & conditioning training,"?10,108",Sports Club,Ladies Gaelic Football,Local
Waterford,Coppercoast Community Outreach Clg,The Ballyscanlon Project,"?500,000",Community Group,Multi-sport,Non-Local
Waterford,Cumann L�thchleas Gael na Rinne,"Sconsa, c�il, eangach & p�irc imeartha nua","?122,365",Sports Club,Gaelic Games,Local
Waterford,Cunnigar Pitch and Putt Club,greens machine,"?10,000",Sports Club,Pitch and Putt,Local
Waterford,De La Salle Football Club,"Building of AstroTurf, LED Floodlights & dugouts","?175,092",Sports Club,Soccer,Local
Waterford,Dungarvan Celtic AFC,Mower Upgrade,"?12,825",Sports Club,Soccer,Local
Waterford,Dungarvan Cycling Club,Development across Leisure�and�Racing,"?14,232",Sports Club,Cycling,Local
Waterford,Dungarvan Golf Club,"Mower, Drainage, Shed Extension and Lift","?173,000",Sports Club,Golf,Local
Waterford,Dungarvan Gymnastics Club,Equipment for a not-for-profit sports club,"?7,556",Sports Club,Gymnastics,Local
Waterford,Dungarvan Hurling & Football Club,Construction of an indoor Gym,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Dungarvan Ladies Hockey Club,Mobile Goals and Club Owned equipment only,"?23,000",Sports Club,Hockey,Local
Waterford,Dungarvan United AFC,Convert Our Grass Pitch to Full Size Astro,"?199,500",Sports Club,Soccer,Local
Waterford,Dunhill GAA/Sports Centre,Pitch Improvements & Lighting of Walking Track,"?166,030",Sports Centre,Multi-sport,Local
Waterford,Dunmore East Golf Members Club,Drainage and equipment to increase participation.,"?105,416",Sports Club,Golf,Local
Waterford,Dunmore East Swim Club,Sea Swimming Club Equipment,"?6,484",Sports Club,Swimming,Local
Waterford,Edmund Rice Schools Trust Limited,Waterpark College Astro Turf Application,"?200,000",Diocesan Trust,Multi-sport,Local
Waterford,Fenor GAA,Fenor Playing Facilities Development 2024,"?79,579",Sports Club,Gaelic Games,Local
Waterford,Ferrybank GAA Club,Club & Community Facility ? Phase 3,"?98,550",Sports Club,Gaelic Games,Local
Waterford,FINISK VALLEY ATHLETICS CLUB,Sports Equipment,"?7,000",Sports Club,Athletics,Local
Waterford,Four-mile-water Hurling Club,Ballymacarbry Mill Field Transformation,"?194,306",Sports Club,Gaelic Games,Local
Waterford,Ganbaru Jiu Jitsu Academy,Installation of a second training area,"?11,000",Sports Club,Martial Arts,Local
Waterford,Gaultier GAA Club,Development of new full sized grass playing pitch,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Hibernian Football Club Waterford,Artificial playing surface phase 2 with track,"?74,000",Sports Club,Soccer,Local
Waterford,Kilbarry Gymnastics Club,Equipment upgrade to enhance all KGAs programs,"?21,595",Sports Club,Gymnastics,Local
Waterford,Kill GAA Club,Kill GAA Field Improvement Works,"?163,367",Sports Club,Gaelic Games,Local
Waterford,Kilmacthomas A.F.C.,Security Fencing and Grass Pitch Leveling,"?105,000",Sports Club,Soccer,Local
Waterford,Kilmacthomas GAA Club,Kilmac GAA Multi-Purpose All Weather Complex,"?190,000",Sports Club,Gaelic Games,Local
Waterford,Kilrossanty GAA Club,Gym/Walkway/LED Lights/Goalpost/Shelter upgrades,"?197,904",Sports Club,Gaelic Games,Local
Waterford,Kilrossanty National School,Astroturf Pitch,"?97,886",School (primary or second level),Multi-sport,Local
Waterford,Lismore AFC,Equipment purchase,"?19,000",Sports Club,Soccer,Local
Waterford,Lismore GAA,Development of A Second Grass Playing Pitch,"?135,794",Sports Club,Gaelic Games,Local
Waterford,Lismore Golf Club,Lismore Golf Club - to buy a leaf blower,"?13,438",Sports Club,Golf,Local
Waterford,Lismore Tennis Club,Equipment for Lismore Tennis Club,"?6,862",Sports Club,Tennis,Local
Waterford,Melleray Glen Rovers GAA Club,Development of Playing Field,"?180,000",Sports Club,Gaelic Games,Local
Waterford,Metalman Paddlesports Club Waterford,Canoepolo Development for Children (& Adults),"?26,237",Sports Club,Canoeing / Kayaking,Local
Waterford,Mount Sion GAA/Social Club,"Develop Camogie Pitches,Ball Stop nets,and fencing","?200,000",Sports Club,Gaelic Games,Local
Waterford,Newtown Ballydurn GAA club,All-Weather Pitch and Hurling Wall,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Park Rangers FC,Expansion of Training Facilities/Capacity,"?187,960",Sports Club,Soccer,Local
Waterford,Passage Hurling Club,"Gym Equipment, Jogging/Walk Track & security fence","?73,299",Sports Club,Gaelic Games,Local
Waterford,Pat Rockett Martial Arts Academy,Sports equipment Pat Rockett Martial arts,"?30,197",Sports Club,Martial Arts,Local
Waterford,Portlaw Camogie Club,Portlaw Camogie Equipment Funding,"?3,024",Sports Club,Camogie,Local
Waterford,Portlaw GAA Club,Portlaw GAA - Security & Decarbonisation Project,"?79,660",Sports Club,Gaelic Games,Local
Waterford,Rathgormack GAA Club,Mower for Improved Maintenance,"?18,402",Sports Club,Gaelic Games,Local
Waterford,Scoil Mhuire Tallow,Scoil Mhuire Tallow Parish Astro Turf Facility,"?200,000",School (primary or second level),Multi-sport,Local
Waterford,Sliabh gCua Community Centre,Amenity Improvement Works,"?127,000",Sports Centre,Multi-sport,Local
Waterford,South East Technological University (SETU),Sustainability project & upgrade of end of life 3G,"?500,000",Third level college,Multi-sport,Non-Local
Waterford,Southend United Football Club (Waterford),Southend United Football Club Refurbishment,"?129,429",Sports Club,Soccer,Local
Waterford,Splashworld Sharks Swimming Club,Splashworld Sharks Swimming Club Equipment Grant,"?19,520",Sports Club,Swimming,Local
